ISIN,종목코드,구성종목코드,구성종목명,현재가,구성금액,평가금액,비중
KR70154F0001,0154F0,006800,미래에셋증권,37650,45744750,46230750,7.43
KR70053M0004,0053M0,041830,인바디,64400,42632800,43824400,6.39
KR70053M0004,0053M0,006260,LS,323500,42378500,42706000,6.35
KR70053M0004,0053M0,031980,피에스케이홀딩스,111200,41811200,39555200,6.26
KR70053M0004,0053M0,005850,에스엘,61600,41703200,39943000,6.25
KR70053M0004,0053M0,278470,에이피알,390500,41002500,41947500,6.14
KR70053M0004,0053M0,236200,슈프리마,60500,40414000,39612400,6.05
KR70053M0004,0053M0,214450,파마리서치,398000,40198000,42975500,6.02
KR70053M0004,0053M0,071050,한국금융지주,204000,39372000,38542100,5.9
KR70053M0004,0053M0,000150,두산,1276000,38280000,37860000,5.74
KR70053M0004,0053M0,004170,신세계,427000,35441000,34818500,5.31
KR70053M0004,0053M0,004800,효성,169700,33940000,32980000,5.09
KR70053M0004,0053M0,257720,실리콘투,42850,31109100,29620800,4.66
KR70053M0004,0053M0,016360,삼성증권,93000,30504000,30340000,4.57
KR70053M0004,0053M0,047810,한국항공우주,146400,30012000,30996000,4.5
KR70053M0004,0053M0,102710,이엔에프테크놀로지,50500,26967000,27554400,4.04
KR70053M0004,0053M0,111770,영원무역,85900,25770000,25410000,3.86
KR70053M0004,0053M0,039490,키움증권,300500,24340500,24057000,3.65
KR70053M0004,0053M0,004690,삼천리,124700,22570700,22208700,3.38
KR70053M0004,0053M0,001040,CJ,138100,20024500,19952000,3.0
KR70053M0004,0053M0,281820,케이씨텍,71900,18981600,18981600,2.84
KR7442260006,442260,005930,삼성전자,274500,423828000,413792000,27.59
KR7442260006,442260,000660,SK하이닉스,1645000,327355000,317007000,21.31
KR7442260006,442260,0112X0,마이티 200TR,41625,265609125,257281920,17.29
KR7442260006,442260,402340,SK스퀘어,1154000,48468000,46914000,3.16
KR7442260006,442260,009150,삼성전기,1558000,45182000,43587000,2.94
KR7442260006,442260,000270,기아,141700,24372400,23632800,1.59
KR7442260006,442260,066570,LG전자,215000,21930000,21063000,1.43
KR7442260006,442260,034730,SK,585000,21060000,19908000,1.37
KR7442260006,442260,005380,현대차,453000,18573000,17158500,1.21
KR7442260006,442260,105560,KB금융,168500,18366500,18322900,1.2
KR7442260006,442260,010950,S-Oil,147600,16531200,15780800,1.08
KR7442260006,442260,010120,LS ELECTRIC,206500,16313500,16906000,1.06
KR7442260006,442260,011070,LG이노텍,654000,15696000,14760000,1.02
KR7442260006,442260,055550,신한지주,107400,15358200,15243800,1.0
KR7442260006,442260,015760,한국전력,33250,15128750,15060500,0.98
KR7442260006,442260,079550,LIG디펜스앤에어로스페이스,815000,13855000,14229000,0.9
KR7442260006,442260,010060,OCI홀딩스,279000,12555000,12510000,0.82
KR7442260006,442260,086790,하나금융지주,133000,11438000,11266000,0.74
KR7442260006,442260,047040,대우건설,18010,10697940,10929600,0.7
KR7442260006,442260,028050,삼성E&A,49800,10358400,10192000,0.67
KR7442260006,442260,003550,LG,120000,8640000,8186400,0.56
KR7442260006,442260,032830,삼성생명,301000,8428000,8162000,0.55
KR7442260006,442260,010130,고려아연,1196000,8372000,8631000,0.55
KR7442260006,442260,316140,우리금융지주,33700,7986900,7892100,0.52
KR7442260006,442260,003670,포스코퓨처엠,170500,7843000,7631400,0.51
KR7442260006,442260,011200,HMM,21250,7777500,7704300,0.51
KR7442260006,442260,375500,DL이앤씨,73800,6863400,6835500,0.45
KR7442260006,442260,272210,한화시스템,80300,6664900,6606800,0.43
KR7442260006,442260,036570,NC,247500,6435000,6331000,0.42
KR7442260006,442260,352820,하이브,179400,6279000,6174000,0.41
KR70001P0004,0001P0,068270,셀트리온,201000,42009000,42218000,10.54
KR70001P0004,0001P0,207940,삼성바이오로직스,1548000,40248000,40664000,10.1
KR70001P0004,0001P0,196170,알테오젠,314000,36738000,37147500,9.22
KR70001P0004,0001P0,141080,리가켐바이오,113900,33486600,33633600,8.4
KR70001P0004,0001P0,237690,에스티팜,106400,26706400,27007600,6.7
KR70001P0004,0001P0,005690,파미셀,11910,17650620,17665440,4.43
KR70001P0004,0001P0,0126Z0,삼성에피스홀딩스,433500,17340000,16120000,4.35
KR70001P0004,0001P0,314130,지놈앤컴퍼니,4620,17167920,16573360,4.31
KR70001P0004,0001P0,128940,한미약품,398500,17135500,17135500,4.3
KR70001P0004,0001P0,456160,지투지바이오,44100,16758000,16188000,4.2
KR70001P0004,0001P0,298380,에이비엘바이오,84100,16651800,17186400,4.18
KR70001P0004,0001P0,195940,HK이노엔,41650,16368450,16171950,4.11
KR70001P0004,0001P0,397030,에이프릴바이오,28300,16215900,16702950,4.07
KR70001P0004,0001P0,084110,휴온스글로벌,25500,15682500,15559500,3.93
KR70001P0004,0001P0,006280,녹십자,129200,15245600,15281000,3.82
KR70001P0004,0001P0,214450,파마리서치,398000,14328000,15318000,3.59
KR70001P0004,0001P0,102940,코오롱생명과학,18460,14103440,13339440,3.54
KR70001P0004,0001P0,308430,셀비온,15000,13320000,13089120,3.34
KR70001P0004,0001P0,217730,강스템바이오텍,2895,11493150,10659450,2.88
KR7159800002,159800,005930,삼성전자,274500,1114195500,1087812000,31.86
KR7159800002,159800,000660,SK하이닉스,1645000,968905000,938277000,27.71
KR7159800002,159800,402340,SK스퀘어,1154000,109630000,106115000,3.14
KR7159800002,159800,009150,삼성전기,1558000,90364000,87174000,2.58
KR7159800002,159800,005380,현대차,453000,64326000,59427000,1.84
KR7159800002,159800,105560,KB금융,168500,53246000,53119600,1.52
KR7159800002,159800,055550,신한지주,107400,45967200,45624800,1.31
KR7159800002,159800,012450,한화에어로스페이스,1160000,39440000,40290000,1.13
KR7159800002,159800,034020,두산에너빌리티,82600,37170000,36405000,1.06
KR7159800002,159800,028260,삼성물산,369000,36900000,36500000,1.06
KR7159800002,159800,000270,기아,141700,35991800,34899600,1.03
KR7159800002,159800,012330,현대모비스,547000,35555000,33215000,1.02
KR7159800002,159800,086790,하나금융지주,133000,34447000,33929000,0.99
KR7159800002,159800,068270,셀트리온,201000,32763000,32926000,0.94
KR7159800002,159800,035420,NAVER,228000,32604000,32389500,0.93
KR7159800002,159800,006400,삼성SDI,516000,32508000,30681000,0.93
KR7159800002,159800,032830,삼성생명,301000,26488000,25652000,0.76
KR7159800002,159800,066570,LG전자,215000,24295000,23334500,0.69
KR7159800002,159800,005490,POSCO홀딩스,334000,23714000,23110500,0.68
KR7159800002,159800,316140,우리금융지주,33700,23387800,23110200,0.67
KR7159800002,159800,034730,SK,585000,21645000,20461000,0.62
KR7159800002,159800,000810,삼성화재,615000,19065000,18941000,0.55
KR7159800002,159800,009540,HD한국조선해양,386000,18914000,18203500,0.54
KR7159800002,159800,373220,LG에너지솔루션,369500,18844500,18640500,0.54
KR7159800002,159800,267260,HD현대일렉트릭,803000,18469000,18055000,0.53
KR7159800002,159800,329180,HD현대중공업,510000,17340000,16864000,0.5
KR7159800002,159800,207940,삼성바이오로직스,1548000,17028000,17204000,0.49
KR7159800002,159800,010120,LS ELECTRIC,206500,16933000,17548000,0.48
KR7159800002,159800,033780,KT&G,176000,16544000,16337200,0.47
KR7159800002,159800,017670,SK텔레콤,100500,15577500,14120500,0.45
KR7407820000,407820,005935,삼성전자우,195600,63178800,60659400,10.62
KR7407820000,407820,035420,NAVER,228000,55404000,55039500,9.32
KR7407820000,407820,071050,한국금융지주,204000,45492000,44533100,7.65
KR7407820000,407820,041830,인바디,64400,39928000,41044000,6.71
KR7407820000,407820,111770,영원무역,85900,39599900,39046700,6.66
KR7407820000,407820,034730,SK,585000,34515000,32627000,5.8
KR7407820000,407820,161890,한국콜마,136700,33354800,32988800,5.61
KR7407820000,407820,006260,LS,323500,28468000,28688000,4.79
KR7407820000,407820,000990,DB하이텍,102800,28064400,27218100,4.72
KR7407820000,407820,123330,제닉,27300,22304100,24632550,3.75
KR7407820000,407820,458870,씨어스,23950,17076350,17254600,2.87
KR7407820000,407820,001040,CJ,138100,16848200,16787200,2.83
KR7407820000,407820,131970,두산테스나,84000,16716000,16716000,2.81
KR7407820000,407820,237690,에스티팜,106400,16172800,16355200,2.72
KR7407820000,407820,017670,SK텔레콤,100500,15477000,14029400,2.6
KR7407820000,407820,278470,에이피알,390500,14839000,15181000,2.5
KR7407820000,407820,475960,토모큐브,36200,14407600,15502100,2.42
KR7407820000,407820,486990,노타,21000,13650000,13812500,2.3
KR7407820000,407820,006800,미래에셋증권,37650,12838650,12975050,2.16
KR7407820000,407820,200710,에이디테크놀로지,30350,12352450,12271050,2.08
KR7407820000,407820,298380,에이비엘바이오,84100,12278600,12672800,2.06
KR7407820000,407820,099190,아이센스,18460,12202060,12135960,2.05
KR7407820000,407820,394280,오픈엣지테크놀로지,10360,11271680,11097600,1.9
KR7407820000,407820,069960,현대백화점,102200,11139800,10867300,1.87
KR7407820000,407820,018260,삼성에스디에스,243500,7061500,6873000,1.19
KR7491510004,491510,000270,기아,141700,31032300,30090600,3.45
KR7491510004,491510,003690,코리안리,15290,27139750,26039250,3.02
KR7491510004,491510,175330,JB금융지주,28000,26152000,27412900,2.91
KR7491510004,491510,086790,하나금융지주,133000,26068000,25676000,2.9
KR7491510004,491510,000810,삼성화재,615000,25830000,25662000,2.87
KR7491510004,491510,316140,우리금융지주,33700,25140200,24841800,2.8
KR7491510004,491510,005830,DB손해보험,176800,25105600,23657200,2.79
KR7491510004,491510,011200,HMM,21250,24905000,24670600,2.77
KR7491510004,491510,030190,NICE평가정보,15870,24868290,23771390,2.77
KR7491510004,491510,005180,빙그레,82400,24802400,20678700,2.76
KR7491510004,491510,081660,미스토홀딩스,42500,22737500,22951500,2.53
KR7491510004,491510,004490,세방전지,58000,21982000,20958700,2.45
KR7491510004,491510,005810,풍산홀딩스,39450,21934200,21072400,2.44
KR7491510004,491510,035250,강원랜드,14590,20863700,20506200,2.32
KR7491510004,491510,002900,TYM,7380,20501640,19807140,2.28
KR7491510004,491510,139130,iM금융지주,17470,20195320,19617320,2.25
KR7491510004,491510,003550,LG,120000,20160000,19101600,2.24
KR7491510004,491510,032640,LG유플러스,15060,19487640,19021800,2.17
KR7491510004,491510,023590,다우기술,40250,19360250,18855200,2.15
KR7491510004,491510,030200,KT,53400,19117200,18795000,2.13
KR7491510004,491510,383220,F&F,67000,18559000,19057600,2.07
KR7491510004,491510,005940,NH투자증권,28750,18543750,18285750,2.06
KR7491510004,491510,138930,BNK금융지주,15130,18322430,17983350,2.04
KR7491510004,491510,006120,SK디스커버리,52700,18128800,17853600,2.02
KR7491510004,491510,025540,한국단자,64200,17526600,17472000,1.95
KR7491510004,491510,008060,대덕,17000,16881000,15748980,1.88
KR7491510004,491510,003540,대신증권,27200,16836800,16682050,1.87
KR7491510004,491510,004990,롯데지주,24300,15940800,15416000,1.77
KR7491510004,491510,055550,신한지주,107400,15787800,15670200,1.76
KR7491510004,491510,105560,KB금융,168500,15165000,15129000,1.69
KR70182R0003,0182R0,005930,삼성전자,274500,147681000,144184000,27.36
KR70182R0003,0182R0,000660,SK하이닉스,1645000,134890000,130626000,24.99
KR70182R0003,0182R0,009150,삼성전기,1558000,107502000,103707000,19.91
KR70182R0003,0182R0,402340,SK스퀘어,1154000,103860000,100530000,19.24
KR70182R0003,0182R0,042700,한미반도체,229000,11908000,11752000,2.21
KR70182R0003,0182R0,011070,LG이노텍,654000,11772000,11070000,2.18
KR70182R0003,0182R0,036930,주성엔지니어링,177800,6934200,6992700,1.28
KR70182R0003,0182R0,007660,이수페타시스,95600,6500800,6582400,1.2
KR70182R0003,0182R0,240810,원익IPS,116600,4780600,4920000,0.89
KR70182R0003,0182R0,000990,DB하이텍,102800,4009200,3888300,0.74
KR70182S0002,0182S0,005930,삼성전자,274500,158112000,154368000,39.33
KR70182S0002,0182S0,000660,SK하이닉스,1645000,157920000,152928000,39.28
KR70182S0002,0182S0,0131W0,1Q 단기특수은행채액티브,102005,43964155,43962000,10.94
KR70182S0002,0182S0,479080,1Q 머니마켓액티브,53680,42031440,42031440,10.45
KR70198D0001,0198D0,000660,SK하이닉스,1645000,24675000,23895000,100.0
KR70198B0003,0198B0,005930,삼성전자,274500,27999000,27336000,100.0
KR70206G0008,0206G0,005380,현대차,453000,114609000,105880500,51.23
KR70206G0008,0206G0,000270,기아,141700,109109000,105798000,48.77
KR7332500008,332500,005930,삼성전자,274500,2541870000,2481680000,34.53
KR7332500008,332500,000660,SK하이닉스,1645000,1855560000,1796904000,25.21
KR7332500008,332500,402340,SK스퀘어,1154000,211182000,204411000,2.87
KR7332500008,332500,009150,삼성전기,1558000,172938000,166833000,2.35
KR7332500008,332500,005380,현대차,453000,122763000,113413500,1.67
KR7332500008,332500,105560,KB금융,168500,101774000,101532400,1.38
KR7332500008,332500,055550,신한지주,107400,86886600,86239400,1.18
KR7332500008,332500,012450,한화에어로스페이스,1160000,75400000,77025000,1.02
KR7332500008,332500,034020,두산에너빌리티,82600,71036000,69574000,0.96
KR7332500008,332500,028260,삼성물산,369000,70848000,70080000,0.96
KR7332500008,332500,000270,기아,141700,68724500,66639000,0.93
KR7332500008,332500,012330,현대모비스,547000,67828000,63364000,0.92
KR7332500008,332500,086790,하나금융지주,133000,65835000,64845000,0.89
KR7332500008,332500,068270,셀트리온,201000,62712000,63024000,0.85
KR7332500008,332500,035420,NAVER,228000,62472000,62061000,0.85
KR7332500008,332500,006400,삼성SDI,516000,62436000,58927000,0.85
KR7332500008,332500,032830,삼성생명,301000,50568000,48972000,0.69
KR7332500008,332500,066570,LG전자,215000,46440000,44604000,0.63
KR7332500008,332500,005490,POSCO홀딩스,334000,45090000,43942500,0.61
KR7332500008,332500,316140,우리금융지주,33700,44753600,44222400,0.61
KR7332500008,332500,034730,SK,585000,41535000,39263000,0.56
KR7332500008,332500,373220,LG에너지솔루션,369500,36580500,36184500,0.5
KR7332500008,332500,000810,삼성화재,615000,36285000,36049000,0.49
KR7332500008,332500,009540,HD한국조선해양,386000,36284000,34921000,0.49
KR7332500008,332500,267260,HD현대일렉트릭,803000,36135000,35325000,0.49
KR7332500008,332500,329180,HD현대중공업,510000,33150000,32240000,0.45
KR7332500008,332500,010120,LS ELECTRIC,206500,32214000,33384000,0.44
KR7332500008,332500,033780,KT&G,176000,31504000,31110200,0.43
KR7332500008,332500,207940,삼성바이오로직스,1548000,30960000,31280000,0.42
KR7332500008,332500,017670,SK텔레콤,100500,29848500,27056700,0.41
KR70221Z0006,0221Z0,196170,알테오젠,314000,50868000,51435000,8.89
KR70221Z0006,0221Z0,298380,에이비엘바이오,84100,50039500,51646000,8.75
KR70221Z0006,0221Z0,310210,보로노이,179700,41870100,42103100,7.32
KR70221Z0006,0221Z0,214450,파마리서치,398000,39402000,42124500,6.89
KR70221Z0006,0221Z0,456160,지투지바이오,44100,37705500,36423000,6.59
KR70221Z0006,0221Z0,145020,휴젤,256000,37376000,38325000,6.53
KR70221Z0006,0221Z0,347850,디앤디파마텍,61400,35612000,35786000,6.23
KR70221Z0006,0221Z0,226950,올릭스,112000,34944000,35100000,6.11
KR70221Z0006,0221Z0,141080,리가켐바이오,113900,34397800,34548800,6.01
KR70221Z0006,0221Z0,476830,알지노믹스,35250,29680500,29512100,5.19
KR70221Z0006,0221Z0,468530,프로티나,37600,28275200,25906400,4.94
KR70221Z0006,0221Z0,475830,오름테라퓨틱,68100,28261500,27763500,4.94
KR70221Z0006,0221Z0,042520,한스바이오메드,21050,25596800,25353600,4.47
KR70221Z0006,0221Z0,039200,오스코텍,37400,23562000,24129000,4.12
KR70221Z0006,0221Z0,237690,에스티팜,106400,23195200,23456800,4.05
KR70221Z0006,0221Z0,491000,리브스메드,45900,17487900,18059400,3.06
KR70221Z0006,0221Z0,195940,HK이노엔,41650,17409700,17200700,3.04
KR70221Z0006,0221Z0,475960,토모큐브,36200,16362400,17605400,2.86
KR70210A0008,0210A0,005930,삼성전자,274500,87565500,85492000,23.71
KR70210A0008,0210A0,000660,SK하이닉스,1645000,80605000,78057000,21.82
KR70210A0008,0210A0,402340,SK스퀘어,1154000,77318000,74839000,20.93
KR70210A0008,0210A0,009150,삼성전기,1558000,71668000,69138000,19.4
KR70210A0008,0210A0,420770,기가비스,120100,20417000,20043000,5.53
KR70210A0008,0210A0,222800,심텍,108700,19674700,19149800,5.33
KR70210A0008,0210A0,323280,태성,54000,4266000,4029000,1.15
KR70210A0008,0210A0,195870,해성디에스,58900,3003900,2983500,0.81
KR70210A0008,0210A0,356860,티엘비,31400,2449200,2433600,0.66
KR70210A0008,0210A0,007810,코리아써키트,63100,2397800,2523200,0.65
KR70216Z0003,0216Z0,012450,한화에어로스페이스,1160000,104400000,106650000,21.46
KR70216Z0003,0216Z0,079550,LIG디펜스앤에어로스페이스,815000,92095000,94581000,18.93
KR70216Z0003,0216Z0,272210,한화시스템,80300,77007700,76336400,15.83
KR70216Z0003,0216Z0,047810,한국항공우주,146400,61927200,63957600,12.73
KR70216Z0003,0216Z0,064350,현대로템,146900,53177800,53431200,10.93
KR70216Z0003,0216Z0,099320,쎄트렉아이,81400,30118000,30303000,6.19
KR70216Z0003,0216Z0,214430,아이쓰리시스템,72000,22752000,23320800,4.68
KR70216Z0003,0216Z0,218410,RFHIC,53200,21546000,21991500,4.43
KR70216Z0003,0216Z0,189300,인텔리안테크,79000,13430000,13192000,2.76
KR70216Z0003,0216Z0,347700,스피어,26450,10077450,9886950,2.07
KR70172Y0006,0172Y0,005930,삼성전자,274500,95526000,93264000,19.32
KR70172Y0006,0172Y0,000660,SK하이닉스,1645000,87185000,84429000,17.63
KR70172Y0006,0172Y0,009150,삼성전기,1558000,21812000,21042000,4.41
KR70172Y0006,0172Y0,298040,효성중공업,2954000,20678000,21119000,4.18
KR70172Y0006,0172Y0,012450,한화에어로스페이스,1160000,19720000,20145000,3.99
KR70172Y0006,0172Y0,034020,두산에너빌리티,82600,19658800,19254200,3.98
KR70172Y0006,0172Y0,000720,현대건설,115800,19570200,19215300,3.96
KR70172Y0006,0172Y0,214450,파마리서치,398000,18706000,19998500,3.78
KR70172Y0006,0172Y0,005380,현대차,453000,18573000,17158500,3.76
KR70172Y0006,0172Y0,095610,테스,147500,18142500,17835000,3.67
KR70172Y0006,0172Y0,373220,LG에너지솔루션,369500,18105500,17909500,3.66
KR70172Y0006,0172Y0,010120,LS ELECTRIC,206500,17965500,18618000,3.63
KR70172Y0006,0172Y0,000150,두산,1276000,17864000,17668000,3.61
KR70172Y0006,0172Y0,402340,SK스퀘어,1154000,17310000,16755000,3.5
KR70172Y0006,0172Y0,207940,삼성바이오로직스,1548000,17028000,17204000,3.44
KR70172Y0006,0172Y0,329180,HD현대중공업,510000,16830000,16368000,3.4
KR70172Y0006,0172Y0,028260,삼성물산,369000,16605000,16425000,3.36
KR70172Y0006,0172Y0,012330,현대모비스,547000,15863000,14819000,3.21
KR70172Y0006,0172Y0,000270,기아,141700,14736800,14289600,2.98
KR70172Y0006,0172Y0,003230,삼양식품,1270000,2540000,2438000,0.51
KR70177X0002,0177X0,108490,로보티즈,280000,109200000,101790000,19.95
KR70177X0002,0177X0,058610,에스피지,118600,108400400,102550800,19.81
KR70177X0002,0177X0,005380,현대차,453000,92865000,85792500,16.97
KR70177X0002,0177X0,277810,레인보우로보틱스,501000,64629000,64113000,11.81
KR70177X0002,0177X0,012330,현대모비스,547000,33367000,31171000,6.1
KR70177X0002,0177X0,437730,삼현,40100,29032400,27801600,5.3
KR70177X0002,0177X0,204320,HL만도,57100,25181100,24475500,4.6
KR70177X0002,0177X0,307950,현대오토에버,489500,20069500,18409000,3.67
KR70177X0002,0177X0,348340,뉴로메카,23600,16661600,15108400,3.04
KR70177X0002,0177X0,388720,유일로보틱스,74100,14671800,14374800,2.68
KR70177X0002,0177X0,454910,두산로보틱스,79200,9424800,9282000,1.72
KR70177X0002,0177X0,005850,에스엘,61600,7330400,7021000,1.34
KR70177X0002,0177X0,448900,한국피아이엠,72600,6316200,5481000,1.15
KR70177X0002,0177X0,466100,클로봇,32700,5591700,4916250,1.02
KR70177X0002,0177X0,090710,휴림로봇,7470,4594050,4747800,0.84
KR70194T0007,0194T0,000660,SK하이닉스,1645000,180950000,175230000,81.02
KR70194T0007,0194T0,0192L0,RISE SK하이닉스단일종목레버리지,8485,27881710,26140130,12.48
KR70194T0007,0194T0,0193T0,KODEX SK하이닉스단일종목레버리지,9780,14503740,13651015,6.49
KR70194M0004,0194M0,005930,삼성전자,274500,270931500,264516000,83.8
KR70194M0004,0194M0,0192M0,RISE 삼성전자단일종목레버리지,12435,52363785,50026680,16.2
KR7145670006,145670,114800,KODEX 인버스,1011,10868250,11169250,98.15
KR7145670006,145670,123310,TIGER 인버스,1125,204750,210210,1.84
KR70209Z0002,0209Z0,010120,LS ELECTRIC,206500,74133500,76826000,20.47
KR70209Z0002,0209Z0,267260,HD현대일렉트릭,803000,70664000,69080000,19.52
KR70209Z0002,0209Z0,298040,효성중공업,2954000,67942000,69391000,18.76
KR70209Z0002,0209Z0,034020,두산에너빌리티,82600,53937800,52827700,14.9
KR70209Z0002,0209Z0,336260,두산퓨얼셀,37850,28425350,28613100,7.85
KR70209Z0002,0209Z0,001440,대한전선,29950,18359350,18451300,5.07
KR70209Z0002,0209Z0,126340,비나텍,72900,17714700,18638100,4.89
KR70209Z0002,0209Z0,373220,LG에너지솔루션,369500,14780000,14620000,4.08
KR70209Z0002,0209Z0,178320,서진시스템,36950,9976500,9976500,2.76
KR70209Z0002,0209Z0,006260,LS,323500,6146500,6194000,1.7
KR7466810009,466810,096770,SK이노베이션,128700,33462000,31642000,11.35
KR7466810009,466810,006400,삼성SDI,516000,27348000,25811000,9.27
KR7466810009,466810,005070,코스모신소재,42200,25995200,25009600,8.81
KR7466810009,466810,373220,LG에너지솔루션,369500,25495500,25219500,8.64
KR7466810009,466810,005490,POSCO홀딩스,334000,25050000,24412500,8.49
KR7466810009,466810,003670,포스코퓨처엠,170500,24722500,24055500,8.38
KR7466810009,466810,051910,LG화학,280500,23562000,23142000,7.99
KR7466810009,466810,005420,코스모화학,10760,23553640,23072060,7.99
KR7466810009,466810,066970,엘앤에프,109700,23366100,21853800,7.92
KR7466810009,466810,086520,에코프로,93600,23025600,22656600,7.81
KR7466810009,466810,450080,에코프로머티,39900,20309100,20029150,6.89
KR7466810009,466810,247540,에코프로비엠,116700,19022100,18663500,6.45
KR7457930006,457930,005930,삼성전자,274500,168543000,164552000,11.74
KR7457930006,457930,000660,SK하이닉스,1645000,146405000,141777000,10.2
KR7457930006,457930,068270,셀트리온,201000,42009000,42218000,2.93
KR7457930006,457930,012450,한화에어로스페이스,1160000,41760000,42660000,2.91
KR7457930006,457930,005380,현대차,453000,41223000,38083500,2.87
KR7457930006,457930,207940,삼성바이오로직스,1548000,38700000,39100000,2.7
KR7457930006,457930,196170,알테오젠,314000,37052000,37465000,2.58
KR7457930006,457930,034020,두산에너빌리티,82600,36757000,36000500,2.56
KR7457930006,457930,000270,기아,141700,34999900,33937800,2.44
KR7457930006,457930,028260,삼성물산,369000,34686000,34310000,2.42
KR7457930006,457930,035420,NAVER,228000,34656000,34428000,2.41
KR7457930006,457930,006400,삼성SDI,516000,34572000,32629000,2.41
KR7457930006,457930,012330,현대모비스,547000,34461000,32193000,2.4
KR7457930006,457930,066570,LG전자,215000,32250000,30975000,2.25
KR7457930006,457930,047810,한국항공우주,146400,31329600,32356800,2.18
KR7457930006,457930,373220,LG에너지솔루션,369500,31038000,30702000,2.16
KR7457930006,457930,017670,SK텔레콤,100500,30652500,27785500,2.13
KR7457930006,457930,030200,KT,53400,29637000,29137500,2.06
KR7457930006,457930,161390,한국타이어앤테크놀로지,71600,28138800,28099500,1.96
KR7457930006,457930,053800,안랩,59300,27752400,28314000,1.93
KR7457930006,457930,108860,셀바스AI,9910,27658810,28356560,1.93
KR7457930006,457930,032640,LG유플러스,15060,27589920,26930400,1.92
KR7457930006,457930,375500,DL이앤씨,73800,27527400,27415500,1.92
KR7457930006,457930,000720,현대건설,115800,26518200,26037300,1.85
KR7457930006,457930,028300,HLB,43150,26148900,25906500,1.82
KR7457930006,457930,003670,포스코퓨처엠,170500,25063500,24387300,1.75
KR7457930006,457930,271940,일진하이솔루스,11500,24966500,25075050,1.74
KR7457930006,457930,272210,한화시스템,80300,24652100,24437200,1.72
KR7457930006,457930,064350,현대로템,146900,24091600,24206400,1.68
KR7457930006,457930,064400,LG씨엔에스,79900,23810200,23363200,1.66
KR70218K0008,0218K0,009150,삼성전기,1558000,109060000,105210000,18.66
KR70218K0008,0218K0,005380,현대차,453000,79728000,73656000,13.64
KR70218K0008,0218K0,012330,현대모비스,547000,56888000,53144000,9.73
KR70218K0008,0218K0,000270,기아,141700,54271100,52624200,9.28
KR70218K0008,0218K0,006400,삼성SDI,516000,41280000,38960000,7.06
KR70218K0008,0218K0,066570,LG전자,215000,35690000,34279000,6.11
KR70218K0008,0218K0,204320,HL만도,57100,33917400,32967000,5.8
KR70218K0008,0218K0,373220,LG에너지솔루션,369500,22170000,21930000,3.79
KR70218K0008,0218K0,064960,SNT모티브,28450,19033050,18464400,3.26
KR70218K0008,0218K0,437730,삼현,40100,18365800,17587200,3.14
KR70218K0008,0218K0,307950,현대오토에버,489500,18111500,16613000,3.1
KR70218K0008,0218K0,005850,에스엘,61600,16200800,15517000,2.77
KR70218K0008,0218K0,108490,로보티즈,280000,14000000,13050000,2.4
KR70218K0008,0218K0,018880,한온시스템,3820,12204900,12156975,2.09
KR70218K0008,0218K0,332570,PS일렉트로닉스,10540,11109160,11762640,1.9
KR70218K0008,0218K0,011210,현대위아,67800,10509000,10261000,1.8
KR70218K0008,0218K0,125490,한라캐스트,12590,9518040,8187480,1.63
KR70218K0008,0218K0,052710,아모텍,13420,9165860,9234160,1.57
KR70218K0008,0218K0,073490,LIG아큐버,32500,7182500,7149350,1.23
KR70218K0008,0218K0,298830,슈어소프트테크,4505,6140315,6010830,1.05
KR7487750002,487750,005930,삼성전자,274500,349987500,341700000,23.11
KR7487750002,487750,000660,SK하이닉스,1645000,296100000,286740000,19.55
KR7487750002,487750,009150,삼성전기,1558000,149568000,144288000,9.88
KR7487750002,487750,420770,기가비스,120100,66175100,64962900,4.37
KR7487750002,487750,323280,태성,54000,59832000,56508000,3.95
KR7487750002,487750,222800,심텍,108700,54350000,52900000,3.59
KR7487750002,487750,080220,제주반도체,81500,49715000,53863000,3.28
KR7487750002,487750,011070,LG이노텍,654000,48396000,45510000,3.2
KR7487750002,487750,036540,SFA반도체,6040,48138800,49653100,3.18
KR7487750002,487750,353200,대덕전자,119100,46806300,44409000,3.09
KR7487750002,487750,030530,원익홀딩스,21000,42063000,41662400,2.78
KR7487750002,487750,058470,리노공업,70800,41913600,42209600,2.77
KR7487750002,487750,232140,와이씨,11100,41203200,40200960,2.72
KR7487750002,487750,095340,ISC,161300,40163700,39790200,2.65
KR7487750002,487750,336370,솔루스첨단소재,8030,39170340,38145960,2.59
KR7487750002,487750,356860,티엘비,31400,39124400,38875200,2.58
KR7487750002,487750,490470,세미파이브,18250,37157000,37625280,2.45
KR7487750002,487750,033640,네패스,18170,35122610,35199930,2.32
KR7487750002,487750,007810,코리아써키트,63100,29215300,30743200,1.93
KR7445690001,445690,005930,삼성전자,274500,279990000,273360000,18.65
KR7445690001,445690,000660,SK하이닉스,1645000,278005000,269217000,18.52
KR7445690001,445690,005380,현대차,453000,75198000,69471000,5.01
KR7445690001,445690,000270,기아,141700,49736700,48227400,3.31
KR7445690001,445690,055550,신한지주,107400,46074600,45731400,3.07
KR7445690001,445690,105560,KB금융,168500,45326500,45218900,3.02
KR7445690001,445690,259960,크래프톤,238000,42602000,41975500,2.84
KR7445690001,445690,021240,코웨이,98200,40949400,40532400,2.73
