ISIN,기준일,섹터코드,섹터명,ETF비중,시장비중,시장대비,종목명_세이브로
KR7337160006,20260813,FGSC.40,금융,10.6583,7.56,3.1,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.45,IT,65.9665,59.71,6.26,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.50,통신서비스,1.244,.66,.58,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7337160006,20260813,FGSC.55,유틸리티,.111,.5,-.39,삼성KODEX 200ESG 증권상장지수투자신탁[주식]
KR7363580002,,FGSC.10,에너지,,,,
KR7363580002,,FGSC.15,소재,,,,
KR7363580002,20260813,FGSC.20,산업재,2.2175,13.59,-11.37,삼성KODEX 200 IT Total Return증권상장지수투자신탁[주식]
KR7363580002,20260813,FGSC.25,경기소비재,4.9976,6.12,-1.12,삼성KODEX 200 IT Total Return증권상장지수투자신탁[주식]
KR7363580002,,FGSC.30,필수소비재,,,,
KR7363580002,,FGSC.35,의료,,,,
KR7363580002,,FGSC.40,금융,,,,
KR7363580002,20260813,FGSC.45,IT,92.7848,59.71,33.07,삼성KODEX 200 IT Total Return증권상장지수투자신탁[주식]
KR7363580002,,FGSC.50,통신서비스,,,,
KR7363580002,,FGSC.55,유틸리티,,,,
KR7337150007,20260813,FGSC.10,에너지,3.2939,2,1.29,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.15,소재,5.0793,2.8,2.28,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.20,산업재,26.1426,13.59,12.55,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.25,경기소비재,12.7477,6.12,6.63,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.30,필수소비재,3.7931,1.91,1.89,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.35,의료,4.7069,5.15,-.45,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.40,금융,18.8033,7.56,11.24,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.45,IT,22.4561,59.71,-37.25,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.50,통신서비스,2.0139,.66,1.35,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7337150007,20260813,FGSC.55,유틸리티,.9633,.5,.47,삼성KODEX 200exTOP 증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.10,에너지,3.5207,2,1.52,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.15,소재,5.5831,2.8,2.78,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.20,산업재,16.529,13.59,2.94,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.25,경기소비재,13.222,6.12,7.11,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.30,필수소비재,3.0953,1.91,1.19,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.35,의료,2.4744,5.15,-2.68,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.40,금융,20.8226,7.56,13.26,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.45,IT,31.413,59.71,-28.3,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.50,통신서비스,1.9675,.66,1.3,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7223190000,20260813,FGSC.55,유틸리티,1.373,.5,.88,삼성KODEX200가치저변동증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.10,에너지,1.4093,2,-.59,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.15,소재,1.7657,2.8,-1.04,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.20,산업재,10.6582,13.59,-2.93,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.25,경기소비재,5.0348,6.12,-1.08,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.30,필수소비재,1.2841,1.91,-.62,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.35,의료,1.9431,5.15,-3.21,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.40,금융,8.0927,7.56,.53,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.45,IT,68.4968,59.71,8.79,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.50,통신서비스,.9157,.66,.25,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7237350004,20260813,FGSC.55,유틸리티,.4002,.5,-.1,삼성 KODEX 코스피100 증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.10,에너지,4.0933,2,2.09,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.15,소재,15.2096,2.8,12.41,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.20,산업재,21.1452,13.59,7.56,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.25,경기소비재,14.2504,6.12,8.13,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.30,필수소비재,11.5965,1.91,9.69,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.35,의료,7.8958,5.15,2.74,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.40,금융,11.3539,7.56,3.79,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.45,IT,10.8941,59.71,-48.82,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.50,통신서비스,1.4431,.66,.78,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7252650007,20260813,FGSC.55,유틸리티,2.1173,.5,1.62,삼성KODEX200동일가중증권상장지수투자신탁[주식]
KR7360140008,,FGSC.10,에너지,,,,
KR7360140008,,FGSC.15,소재,,,,
KR7360140008,,FGSC.20,산업재,,,,
KR7360140008,,FGSC.25,경기소비재,,,,
KR7360140008,,FGSC.30,필수소비재,,,,
KR7360140008,,FGSC.35,의료,,,,
KR7360140008,,FGSC.40,금융,,,,
KR7360140008,,FGSC.45,IT,,,,
KR7360140008,,FGSC.50,통신서비스,,,,
KR7360140008,,FGSC.55,유틸리티,,,,
KR7284430006,,FGSC.10,에너지,,,,
KR7284430006,,FGSC.15,소재,,,,
KR7284430006,,FGSC.20,산업재,,,,
KR7284430006,,FGSC.25,경기소비재,,,,
KR7284430006,,FGSC.30,필수소비재,,,,
KR7284430006,,FGSC.35,의료,,,,
KR7284430006,,FGSC.40,금융,,,,
KR7284430006,,FGSC.45,IT,,,,
KR7284430006,,FGSC.50,통신서비스,,,,
KR7284430006,,FGSC.55,유틸리티,,,,
KR7252670005,,FGSC.10,에너지,,,,
KR7252670005,,FGSC.15,소재,,,,
KR7252670005,,FGSC.20,산업재,,,,
KR7252670005,,FGSC.25,경기소비재,,,,
KR7252670005,,FGSC.30,필수소비재,,,,
KR7252670005,,FGSC.35,의료,,,,
KR7252670005,,FGSC.40,금융,,,,
KR7252670005,,FGSC.45,IT,,,,
KR7252670005,,FGSC.50,통신서비스,,,,
KR7252670005,,FGSC.55,유틸리티,,,,
KR7494890007,20260813,FGSC.10,에너지,1.3951,2,-.61,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.15,소재,2.1253,2.8,-.68,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.20,산업재,10.5079,13.59,-3.08,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.25,경기소비재,5.3899,6.12,-.73,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.30,필수소비재,1.5265,1.91,-.38,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.35,의료,1.8733,5.15,-3.28,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.40,금융,8.0027,7.56,.44,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.45,IT,68.1369,59.71,8.43,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.50,통신서비스,.7018,.66,.04,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR7494890007,20260813,FGSC.55,유틸리티,.3404,.5,-.16,삼성 KODEX200 액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.10,에너지,1.0546,2,-.95,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.15,소재,1.195,2.8,-1.61,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.20,산업재,8.2504,13.59,-5.34,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.25,경기소비재,3.7714,6.12,-2.34,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.30,필수소비재,.92,1.91,-.99,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.35,의료,1.3717,5.15,-3.78,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.40,금융,6.0486,7.56,-1.51,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.45,IT,58.7674,59.71,-.94,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.50,통신서비스,.6824,.66,.02,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR70219E0005,20260813,FGSC.55,유틸리티,.2635,.5,-.23,삼성KODEX 200커버드콜액티브증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.10,에너지,1.1439,2,-.86,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.15,소재,1.8085,2.8,-.99,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.20,산업재,9.103,13.59,-4.49,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.25,경기소비재,4.4746,6.12,-1.64,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.30,필수소비재,1.3287,1.91,-.58,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.35,의료,1.6609,5.15,-3.49,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.40,금융,6.6069,7.56,-.95,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.45,IT,57.8119,59.71,-1.9,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.50,통신서비스,.7048,.66,.04,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR7498400001,20260813,FGSC.55,유틸리티,.337,.5,-.16,삼성KODEX 200타겟위클리커버드콜증권상장지수투자신탁[주식-파생형]
KR70117L0009,,FGSC.10,에너지,,,,
KR70117L0009,,FGSC.15,소재,,,,
KR70117L0009,,FGSC.20,산업재,,,,
KR70117L0009,,FGSC.25,경기소비재,,,,
KR70117L0009,,FGSC.30,필수소비재,,,,
KR70117L0009,,FGSC.35,의료,,,,
KR70117L0009,,FGSC.40,금융,,,,
KR70117L0009,,FGSC.45,IT,,,,
KR70117L0009,,FGSC.50,통신서비스,,,,
KR70117L0009,,FGSC.55,유틸리티,,,,
KR7473290005,,FGSC.10,에너지,,,,
KR7473290005,,FGSC.15,소재,,,,
KR7473290005,,FGSC.20,산업재,,,,
KR7473290005,,FGSC.25,경기소비재,,,,
KR7473290005,,FGSC.30,필수소비재,,,,
KR7473290005,,FGSC.35,의료,,,,
KR7473290005,,FGSC.40,금융,,,,
KR7473290005,,FGSC.45,IT,,,,
KR7473290005,,FGSC.50,통신서비스,,,,
KR7473290005,,FGSC.55,유틸리티,,,,
KR70007F0000,,FGSC.10,에너지,,,,
KR70007F0000,,FGSC.15,소재,,,,
KR70007F0000,,FGSC.20,산업재,,,,
KR70007F0000,,FGSC.25,경기소비재,,,,
KR70007F0000,,FGSC.30,필수소비재,,,,
KR70007F0000,,FGSC.35,의료,,,,
KR70007F0000,,FGSC.40,금융,,,,
KR70007F0000,,FGSC.45,IT,,,,
KR70007F0000,,FGSC.50,통신서비스,,,,
KR70007F0000,,FGSC.55,유틸리티,,,,
KR70119H0003,,FGSC.10,에너지,,,,
KR70119H0003,,FGSC.15,소재,,,,
KR70119H0003,,FGSC.20,산업재,,,,
KR70119H0003,,FGSC.25,경기소비재,,,,
KR70119H0003,,FGSC.30,필수소비재,,,,
KR70119H0003,,FGSC.35,의료,,,,
KR70119H0003,,FGSC.40,금융,,,,
KR70119H0003,,FGSC.45,IT,,,,
KR70119H0003,,FGSC.50,통신서비스,,,,
KR70119H0003,,FGSC.55,유틸리티,,,,
KR7462330002,,FGSC.10,에너지,,,,
KR7462330002,,FGSC.15,소재,,,,
KR7462330002,,FGSC.20,산업재,,,,
KR7462330002,,FGSC.25,경기소비재,,,,
KR7462330002,,FGSC.30,필수소비재,,,,
KR7462330002,,FGSC.35,의료,,,,
KR7462330002,,FGSC.40,금융,,,,
KR7462330002,,FGSC.45,IT,,,,
KR7462330002,,FGSC.50,통신서비스,,,,
KR7462330002,,FGSC.55,유틸리티,,,,
KR7305720005,20260813,FGSC.10,에너지,6.0058,2,4,삼성KODEX 2차전지산업증권상장지수투자신탁[주식]
KR7305720005,20260813,FGSC.15,소재,33.178,2.8,30.38,삼성KODEX 2차전지산업증권상장지수투자신탁[주식]
KR7305720005,20260813,FGSC.20,산업재,1.4478,13.59,-12.14,삼성KODEX 2차전지산업증권상장지수투자신탁[주식]
KR7305720005,,FGSC.25,경기소비재,,,,
KR7305720005,,FGSC.30,필수소비재,,,,
KR7305720005,,FGSC.35,의료,,,,
KR7305720005,,FGSC.40,금융,,,,
KR7305720005,20260813,FGSC.45,IT,59.3688,59.71,-.34,삼성KODEX 2차전지산업증권상장지수투자신탁[주식]
KR7305720005,,FGSC.50,통신서비스,,,,
KR7305720005,,FGSC.55,유틸리티,,,,
KR7461950008,,FGSC.10,에너지,,,,
KR7461950008,20260813,FGSC.15,소재,57.0142,2.8,54.21,삼성KODEX2차전지핵심소재10 증권상장지수투자신탁[주식]
KR7461950008,,FGSC.20,산업재,,,,
KR7461950008,,FGSC.25,경기소비재,,,,
KR7461950008,,FGSC.30,필수소비재,,,,
KR7461950008,,FGSC.35,의료,,,,
KR7461950008,,FGSC.40,금융,,,,
KR7461950008,20260813,FGSC.45,IT,42.9859,59.71,-16.72,삼성KODEX2차전지핵심소재10 증권상장지수투자신탁[주식]
KR7461950008,,FGSC.50,통신서비스,,,,
KR7461950008,,FGSC.55,유틸리티,,,,
KR7457690006,,FGSC.10,에너지,,,,
KR7457690006,,FGSC.15,소재,,,,
KR7457690006,,FGSC.20,산업재,,,,
KR7457690006,,FGSC.25,경기소비재,,,,
KR7457690006,,FGSC.30,필수소비재,,,,
KR7457690006,,FGSC.35,의료,,,,
KR7457690006,,FGSC.40,금융,,,,
KR7457690006,,FGSC.45,IT,,,,
KR7457690006,,FGSC.50,통신서비스,,,,
KR7457690006,,FGSC.55,유틸리티,,,,
KR7271060006,,FGSC.10,에너지,,,,
KR7271060006,,FGSC.15,소재,,,,
KR7271060006,,FGSC.20,산업재,,,,
KR7271060006,,FGSC.25,경기소비재,,,,
KR7271060006,,FGSC.30,필수소비재,,,,
KR7271060006,,FGSC.35,의료,,,,
KR7271060006,,FGSC.40,금융,,,,
KR7271060006,,FGSC.45,IT,,,,
KR7271060006,,FGSC.50,통신서비스,,,,
KR7271060006,,FGSC.55,유틸리티,,,,
KR7457700003,,FGSC.10,에너지,,,,
KR7457700003,,FGSC.15,소재,,,,
KR7457700003,,FGSC.20,산업재,,,,
KR7457700003,,FGSC.25,경기소비재,,,,
KR7457700003,,FGSC.30,필수소비재,,,,
KR7457700003,,FGSC.35,의료,,,,
KR7457700003,,FGSC.40,금융,,,,
KR7457700003,,FGSC.45,IT,,,,
KR7457700003,,FGSC.50,통신서비스,,,,
KR7457700003,,FGSC.55,유틸리티,,,,
KR7395160005,,FGSC.10,에너지,,,,
KR7395160005,,FGSC.15,소재,,,,
KR7395160005,,FGSC.20,산업재,,,,
KR7395160005,,FGSC.25,경기소비재,,,,
KR7395160005,,FGSC.30,필수소비재,,,,
KR7395160005,,FGSC.35,의료,,,,
KR7395160005,,FGSC.40,금융,,,,
KR7395160005,20260813,FGSC.45,IT,100.0001,59.71,40.29,삼성KODEX AI반도체TOP2플러스증권상장지수투자신탁[주식]
KR7395160005,,FGSC.50,통신서비스,,,,
KR7395160005,,FGSC.55,유틸리티,,,,
KR7471990002,,FGSC.10,에너지,,,,
KR7471990002,,FGSC.15,소재,,,,
KR7471990002,,FGSC.20,산업재,,,,
KR7471990002,,FGSC.25,경기소비재,,,,
KR7471990002,,FGSC.30,필수소비재,,,,
KR7471990002,,FGSC.35,의료,,,,
KR7471990002,,FGSC.40,금융,,,,
KR7471990002,20260813,FGSC.45,IT,99.9999,59.71,40.29,삼성KODEX AI반도체핵심장비증권상장지수투자신탁[주식]
KR7471990002,,FGSC.50,통신서비스,,,,
KR7471990002,,FGSC.55,유틸리티,,,,
KR7487240004,,FGSC.10,에너지,,,,
KR7487240004,,FGSC.15,소재,,,,
KR7487240004,20260813,FGSC.20,산업재,100,13.59,86.41,삼성KODEX AI전력핵심설비증권상장지수투자신탁[주식]
KR7487240004,,FGSC.25,경기소비재,,,,
KR7487240004,,FGSC.30,필수소비재,,,,
KR7487240004,,FGSC.35,의료,,,,
KR7487240004,,FGSC.40,금융,,,,
KR7487240004,,FGSC.45,IT,,,,
KR7487240004,,FGSC.50,통신서비스,,,,
KR7487240004,,FGSC.55,유틸리티,,,,
KR7481050003,,FGSC.10,에너지,,,,
KR7481050003,,FGSC.15,소재,,,,
KR7481050003,,FGSC.20,산업재,,,,
KR7481050003,,FGSC.25,경기소비재,,,,
KR7481050003,,FGSC.30,필수소비재,,,,
KR7481050003,,FGSC.35,의료,,,,
KR7481050003,,FGSC.40,금융,,,,
KR7481050003,,FGSC.45,IT,,,,
KR7481050003,,FGSC.50,통신서비스,,,,
KR7481050003,,FGSC.55,유틸리티,,,,
KR7459580007,,FGSC.10,에너지,,,,
KR7459580007,,FGSC.15,소재,,,,
KR7459580007,,FGSC.20,산업재,,,,
KR7459580007,,FGSC.25,경기소비재,,,,
KR7459580007,,FGSC.30,필수소비재,,,,
KR7459580007,,FGSC.35,의료,,,,
KR7459580007,,FGSC.40,금융,,,,
KR7459580007,,FGSC.45,IT,,,,
KR7459580007,,FGSC.50,통신서비스,,,,
KR7459580007,,FGSC.55,유틸리티,,,,
KR7439860008,,FGSC.10,에너지,,,,
KR7439860008,,FGSC.15,소재,,,,
KR7439860008,,FGSC.20,산업재,,,,
KR7439860008,,FGSC.25,경기소비재,,,,
KR7439860008,,FGSC.30,필수소비재,,,,
KR7439860008,,FGSC.35,의료,,,,
KR7439860008,,FGSC.40,금융,,,,
KR7439860008,,FGSC.45,IT,,,,
KR7439860008,,FGSC.50,통신서비스,,,,
KR7439860008,,FGSC.55,유틸리티,,,,
KR7266370006,,FGSC.10,에너지,,,,
KR7266370006,20260813,FGSC.15,소재,.215,2.8,-2.59,삼성KODEX IT증권상장지수투자신탁[주식]
KR7266370006,20260813,FGSC.20,산업재,1.076,13.59,-12.51,삼성KODEX IT증권상장지수투자신탁[주식]
KR7266370006,,FGSC.25,경기소비재,,,,
KR7266370006,,FGSC.30,필수소비재,,,,
KR7266370006,,FGSC.35,의료,,,,
KR7266370006,,FGSC.40,금융,,,,
KR7266370006,20260813,FGSC.45,IT,98.7088,59.71,39,삼성KODEX IT증권상장지수투자신탁[주식]
KR7266370006,,FGSC.50,통신서비스,,,,
KR7266370006,,FGSC.55,유틸리티,,,,
KR7101280006,,FGSC.10,에너지,,,,
KR7101280006,,FGSC.15,소재,,,,
KR7101280006,,FGSC.20,산업재,,,,
KR7101280006,,FGSC.25,경기소비재,,,,
KR7101280006,,FGSC.30,필수소비재,,,,
KR7101280006,,FGSC.35,의료,,,,
KR7101280006,,FGSC.40,금융,,,,
KR7101280006,,FGSC.45,IT,,,,
KR7101280006,,FGSC.50,통신서비스,,,,
KR7101280006,,FGSC.55,유틸리티,,,,
KR7368680005,,FGSC.10,에너지,,,,
KR7368680005,20260813,FGSC.15,소재,19.186,2.8,16.39,삼성KODEX K-뉴딜디지털플러스증권상장지수투자신탁[주식]
KR7368680005,,FGSC.20,산업재,,,,
KR7368680005,,FGSC.25,경기소비재,,,,
KR7368680005,,FGSC.30,필수소비재,,,,
KR7368680005,20260813,FGSC.35,의료,35.4592,5.15,30.3,삼성KODEX K-뉴딜디지털플러스증권상장지수투자신탁[주식]
KR7368680005,,FGSC.40,금융,,,,
KR7368680005,20260813,FGSC.45,IT,45.3549,59.71,-14.36,삼성KODEX K-뉴딜디지털플러스증권상장지수투자신탁[주식]
KR7368680005,,FGSC.50,통신서비스,,,,
KR7368680005,,FGSC.55,유틸리티,,,,
KR7423160001,,FGSC.10,에너지,,,,
KR7423160001,,FGSC.15,소재,,,,
KR7423160001,,FGSC.20,산업재,,,,
KR7423160001,,FGSC.25,경기소비재,,,,
KR7423160001,,FGSC.30,필수소비재,,,,
KR7423160001,,FGSC.35,의료,,,,
KR7423160001,,FGSC.40,금융,,,,
KR7423160001,,FGSC.45,IT,,,,
KR7423160001,,FGSC.50,통신서비스,,,,
KR7423160001,,FGSC.55,유틸리티,,,,
KR7306950007,,FGSC.10,에너지,,,,
KR7306950007,,FGSC.15,소재,,,,
KR7306950007,,FGSC.20,산업재,,,,
KR7306950007,,FGSC.25,경기소비재,,,,
KR7306950007,,FGSC.30,필수소비재,,,,
KR7306950007,,FGSC.35,의료,,,,
KR7306950007,,FGSC.40,금융,,,,
KR7306950007,,FGSC.45,IT,,,,
KR7306950007,,FGSC.50,통신서비스,,,,
KR7306950007,,FGSC.55,유틸리티,,,,
KR7292190006,20260813,FGSC.10,에너지,1.454,2,-.55,삼성 KODEX KRX300증권상장지수투자신탁[주식형]
KR7292190006,20260813,FGSC.15,소재,1.9611,2.8,-.84,삼성 KODEX KRX300증권상장지수투자신탁[주식형]
KR7292190006,20260813,FGSC.20,산업재,10.8539,13.59,-2.73,삼성 KODEX KRX300증권상장지수투자신탁[주식형]
KR7292190006,20260813,FGSC.25,경기소비재,5.1956,6.12,-.92,삼성 KODEX KRX300증권상장지수투자신탁[주식형]
KR7292190006,20260813,FGSC.30,필수소비재,1.4825,1.91,-.43,삼성 KODEX KRX300증권상장지수투자신탁[주식형]
